2,0.9972602740,0.0027397260
3,0.9917958341,0.0082041659
4,0.9836440875,0.0163559125
5,0.9728644263,0.0271355737
6,0.9595375165,0.0404624835
7,0.9437642969,0.0562357031
8,0.9256647076,0.0743352924
9,0.9053761664,0.0946238336
10,0.8830518223,0.1169481777
11,0.8588586218,0.1411413782
12,0.8329752111,0.1670247889
13,0.8055897246,0.1944102754
14,0.7768974880,0.2231025120
15,0.7470986803,0.2529013197
16,0.7163959948,0.2836040052
17,0.6849923348,0.3150076652
18,0.6530885822,0.3469114178
19,0.6208814739,0.3791185261
20,0.5885616162,0.4114383838
21,0.5563116648,0.4436883352
22,0.5243046923,0.4756953077
23,0.4927027657,0.5072972343
24,0.4616557420,0.5383442580
25,0.4313002961,0.5686997039
26,0.4017591800,0.5982408200
27,0.3731407177,0.6268592823
28,0.3455385277,0.6544614723
29,0.3190314625,0.6809685375
30,0.2936837573,0.7063162427
31,0.2695453663,0.7304546337
32,0.2466524721,0.7533475279
33,0.2250281458,0.7749718542
34,0.2046831354,0.7953168646
35,0.1856167611,0.8143832389
36,0.1678178936,0.8321821064
37,0.1512659918,0.8487340082
38,0.1359321789,0.8640678211
39,0.1217803356,0.8782196644
40,0.1087681902,0.8912318098
41,0.09684838848,0.9031516115
42,0.08596952844,0.9140304716
43,0.07607714435,0.9239228556
44,0.06711463145,0.9328853686
45,0.05902410052,0.9409758995
46,0.05174715664,0.9482528434
47,0.04522559715,0.9547744028
48,0.03940202712,0.9605979729
49,0.03422039067,0.9657796093
50,0.02962642043,0.9703735796
51,0.02556800666,0.9744319933
52,0.02199549067,0.9780045093
53,0.01886188652,0.9811381135
54,0.01612303724,0.9838769628
55,0.01373771118,0.9862622888
56,0.01166764511,0.9883323549
57,0.009877540663,0.9901224593
58,0.008335020610,0.9916649794
59,0.007010551583,0.9929894484
60,0.005877339136,0.9941226609
61,0.004911201195,0.9950887988
62,0.004090425105,0.9959095749
63,0.003395613169,0.9966043868
64,0.002809521033,0.9971904790
65,0.002316892687,0.9976831073
66,0.001904295359,0.9980957046
67,0.001559957021,0.9984400430
68,0.001273608746,0.9987263913
69,0.001036333692,0.9989636663
70,0.0008404240346,0.9991595760
71,0.0006792468227,0.9993207532
72,0.0005471193587,0.9994528806
73,0.0004391944440,0.9995608056
74,0.0003513555552,0.9996486444
75,0.0002801218262,0.9997198782
76,0.0002225625469,0.9997774375
77,0.0001762207562,0.9998237792
78,0.0001390454186,0.9998609546
79,0.0001093316031,0.9998906684
80,0.00008566805069,0.9999143319
81,0.00006689149163,0.9999331085
82,0.00005204707842,0.9999479529
83,0.00004035431011,0.9999596457
84,0.00003117785056,0.9999688221
85,0.00002400267399,0.9999759973
86,0.00001841301018,0.9999815870
87,0.00001407460230,0.9999859254
88,0.00001071983409,0.9999892802
89,0.000008135326141,0.9999918647
90,0.000006151643877,0.9999938484
91,0.000004634800181,0.9999953652
92,0.000003479274656,0.9999965207
93,0.000002602306798,0.9999973977
94,0.000001939253284,0.9999980607
95,0.000001439829151,0.9999985602
96,0.000001065079098,0.9999989349
97,7.849487051E-7,0.9999992151
98,5.763458987E-7,0.9999994237
99,4.216009725E-7,0.9999995784
100,3.072489279E-7,0.9999996928
101,2.230711395E-7,0.9999997769
102,1.613446049E-7,0.9999998387
103,1.162565236E-7,0.9999998837
104,8.344988814E-8,0.9999999166
105,5.967238576E-8,0.9999999403
106,4.250635699E-8,0.9999999575
107,3.016204509E-8,0.9999999698
108,2.132002092E-8,0.9999999787
109,1.501163116E-8,0.9999999850
110,1.052870569E-8,0.9999999895
111,7.355671103E-9,0.9999999926
112,5.118740986E-9,0.9999999949
113,3.548058820E-9,0.9999999965
114,2.449618692E-9,0.9999999976
115,1.684532306E-9,0.9999999983
116,1.153789251E-9,0.9999999988
117,7.871055438E-10,0.9999999992
118,5.348004788E-10,0.9999999995
119,3.619060776E-10,0.9999999996
120,2.439147811E-10,0.9999999998
121,1.637236202E-10,0.9999999998
122,1.094481187E-10,0.9999999999
123,7.286545985E-11,0.9999999999
124,4.831079803E-11,1.000000000
125,3.189836253E-11,1.000000000
126,2.097426577E-11,1.000000000
127,1.373383430E-11,1.000000000
128,8.955212504E-12,1.000000000
129,5.814754420E-12,1.000000000
130,3.759676830E-12,1.000000000
131,2.420613849E-12,1.000000000
132,1.551845591E-12,1.000000000
133,9.906301994E-13,1.000000000
134,6.296608393E-13,1.000000000
135,3.984976817E-13,1.000000000
136,2.511081282E-13,1.000000000
137,1.575445517E-13,1.000000000
138,9.841139118E-14,1.000000000
139,6.120379671E-14,1.000000000
140,3.789604948E-14,1.000000000
141,2.336057844E-14,1.000000000
142,1.433635499E-14,1.000000000
143,8.758923733E-15,1.000000000
144,5.327345393E-15,1.000000000
145,3.225598170E-15,1.000000000
146,1.944196157E-15,1.000000000
147,1.166517694E-15,1.000000000
148,6.967146775E-16,1.000000000
149,4.142111919E-16,1.000000000
150,2.451222396E-16,1.000000000
151,1.443870726E-16,1.000000000
152,8.465433847E-17,1.000000000
153,4.940102492E-17,1.000000000
154,2.869319805E-17,1.000000000
155,1.658702681E-17,1.000000000
156,9.543220904E-18,1.000000000
157,5.464474438E-18,1.000000000
158,3.114001870E-18,1.000000000
159,1.766022978E-18,1.000000000
160,9.967143385E-19,1.000000000
161,5.597984640E-19,1.000000000
162,3.128736621E-19,1.000000000
163,1.740091874E-19,1.000000000
164,9.630097495E-20,1.000000000
165,5.303149580E-20,1.000000000
166,2.905835386E-20,1.000000000
167,1.584277375E-20,1.000000000
168,8.594162199E-21,1.000000000
169,4.638493022E-21,1.000000000
170,2.490807212E-21,1.000000000
171,1.330705223E-21,1.000000000
172,7.072789404E-22,1.000000000
173,3.739858506E-22,1.000000000
174,1.967268036E-22,1.000000000
175,1.029447110E-22,1.000000000
176,5.358765774E-23,1.000000000
177,2.774812963E-23,1.000000000
178,1.429218732E-23,1.000000000
179,7.322298707E-24,1.000000000
180,3.731363177E-24,1.000000000
181,1.891238871E-24,1.000000000
182,9.533916500E-25,1.000000000
183,4.780018408E-25,1.000000000
184,2.383461234E-25,1.000000000
185,1.181935570E-25,1.000000000
186,5.828723363E-26,1.000000000
187,2.858469813E-26,1.000000000
188,1.393993498E-26,1.000000000
189,6.759913675E-27,1.000000000
190,3.259574813E-27,1.000000000
191,1.562809842E-27,1.000000000
192,7.450107192E-28,1.000000000
193,3.531146696E-28,1.000000000
194,1.663992416E-28,1.000000000
195,7.795690497E-29,1.000000000
196,3.630869546E-29,1.000000000
197,1.681142338E-29,1.000000000
198,7.737860624E-30,1.000000000
199,3.540336231E-30,1.000000000
200,1.610125518E-30,1.000000000
201,7.278649604E-31,1.000000000
202,3.270406944E-31,1.000000000
203,1.460483102E-31,1.000000000
204,6.482144177E-32,1.000000000
205,2.859247157E-32,1.000000000
206,1.253368617E-32,1.000000000
207,5.459879727E-33,1.000000000
208,2.363454787E-33,1.000000000
209,1.016609319E-33,1.000000000
210,4.344960378E-34,1.000000000
211,1.845120161E-34,1.000000000
212,7.784890543E-35,1.000000000
213,3.263255486E-35,1.000000000
214,1.358944751E-35,1.000000000
215,5.621935818E-36,1.000000000
216,2.310384583E-36,1.000000000
217,9.431432954E-37,1.000000000
218,3.824252266E-37,1.000000000
219,1.540178310E-37,1.000000000
220,6.160713240E-38,1.000000000
221,2.447406629E-38,1.000000000
222,9.655522045E-39,1.000000000
223,3.782848363E-39,1.000000000
224,1.471683472E-39,1.000000000
225,5.685133417E-40,1.000000000
226,2.180599118E-40,1.000000000
227,8.304199382E-41,1.000000000
228,3.139669903E-41,1.000000000
229,1.178451443E-41,1.000000000
230,4.390942363E-42,1.000000000
231,1.624047175E-42,1.000000000
232,5.962255384E-43,1.000000000
233,2.172547852E-43,1.000000000
234,7.856885384E-44,1.000000000
235,2.819868453E-44,1.000000000
236,1.004336709E-44,1.000000000
237,3.549573575E-45,1.000000000
238,1.244781966E-45,1.000000000
239,4.331159169E-46,1.000000000
240,1.495139878E-46,1.000000000
241,5.120342047E-47,1.000000000
242,1.739513463E-47,1.000000000
243,5.861922079E-48,1.000000000
244,1.959327380E-48,1.000000000
245,6.495304464E-49,1.000000000
246,2.135442564E-49,1.000000000
247,6.962127811E-50,1.000000000
248,2.250770087E-50,1.000000000
249,7.214797264E-51,1.000000000
250,2.292921870E-51,1.000000000
251,7.224274386E-52,1.000000000
252,2.256348713E-52,1.000000000
253,6.985408342E-53,1.000000000
254,2.143467765E-53,1.000000000
255,6.518491013E-54,1.000000000
256,1.964476743E-54,1.000000000
257,5.866519590E-55,1.000000000
258,1.735846892E-55,1.000000000
259,5.088647054E-56,1.000000000
260,1.477798871E-56,1.000000000
261,4.251202229E-57,1.000000000
262,1.211301457E-57,1.000000000
263,3.418193154E-58,1.000000000
264,9.552211005E-59,1.000000000
265,2.643214552E-59,1.000000000
266,7.241683704E-60,1.000000000
267,1.964182703E-60,1.000000000
268,5.273696025E-61,1.000000000
269,1.401502779E-61,1.000000000
270,3.686144297E-62,1.000000000
271,9.594074195E-63,1.000000000
272,2.470802669E-63,1.000000000
273,6.295469814E-64,1.000000000
274,1.586803351E-64,1.000000000
275,3.956139860E-65,1.000000000
276,9.754865408E-66,1.000000000
277,2.378583620E-66,1.000000000
278,5.734667360E-67,1.000000000
